tweet,username,likes_count,date,sentiment2cat,sentiment3cat
"alex and maddy heartsob i was in complete admiration for alex who was desperate to give maddy a more stable childhood than she had. she loved and protected her with all her might pleading 'god, motherhood must be super hard' is the one constant thought i had throughout the series. maid",nandurianusha,3,2021-10-09,pos,pos
i can not with alex is mum joy maid,xsmcee,1,2021-10-09,pos,pos
i have a lot of tasks to do but i’m watching maid :),mahawiii94,1,2021-10-09,pos,pos
watching maid is why i alway tip our cleaner and pay her cash ... you do not know what is happening with people,lisannwachukwu,0,2021-10-09,pos,pos
i am watching maid on netflix and i wanna punch alex is mother so hard symbols over mouth,no_gravity26,0,2021-10-09,neg,neg
"maid netflix highly recommend. if you are traumatized enough, sometimes you’ve got no will power to walk away. be the light for those in dark. give your hand, ask no questions, just offer your help domesticviolenceawarenessmonth",physio_student_,3,2021-10-09,pos,pos
crying my fucking eyes out watching maid sob,specialonekay,0,2021-10-09,neg,neg
regina i hated you in the begining but i ended up loving you. heart maid,nandurianusha,9,2021-10-09,neg,pos
denise heart she will always hold a special place in my heart. maid,nandurianusha,12,2021-10-09,pos,pos
-year-old maid allegedly murdered after rape in lahore is marghzar area lahore murdered maid,92newschannel,12,2021-10-09,neg,neg
maid maidnetflix finished watching maid. i liked the plot though i found that they did not stick to it enough and therefore the result got confusing. the acting from the leading roles was ok - nothing more than ok. i rate it  out of  stars starstarstarstarstarstar,liztvliz1,1,2021-10-09,pos,pos
"maid maidnetflix cried at the end, finally a win for alex, breaking cycles. i hope paula finds herself and the healing she needs.",olubanke__,3,2021-10-09,pos,pos
“i’m just really into vacuums right now nate. like to keep one close. “joyjoyroflrofl maid maidnetflix netflix,krishoza,0,2021-10-09,pos,pos
this one hits home! heartfolded hands light skin toneflexed biceps light skin tone mad to think we lived like this twice.. all that time ago when he was a baby and then again years later! thank god for the strength to get us out and through the worst.. maid survivor love,jemma_george,1,2021-10-09,neg,pos
"dear , thank you for maid !",raj_veronica,1,2021-10-09,pos,pos
maid on netflix is a much watch especially for all the girls out there.,101pragmatist,0,2021-10-09,pos,neu
i started to watch maid on yesterday its really good i was hooked since episode  tv,jayne__w,6,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,leeduscohan,0,2021-10-09,pos,neu
"ngl, i was all for nate in maid until ep.",discountfae,5,2021-10-09,pos,neu
"so she just gonna trespass these people is homes, a multi-million dollar home that does not have cameras anywhere?!?! roll eyes okay maid i hate this show and i absolutely hate her, and the black client for real, for real. but i'm invested now to see the ending fml iblame expressionless",vlobefree,1,2021-10-09,neg,neg
omg this sean guy in maid is so trash typical abusive trash man im so mad,nabilahudatahar,1,2021-10-09,neg,neg
"if you are/were maddy , or alex ... i salute you. powerful story maid on netflix",adibahnoor,24,2021-10-09,pos,pos
i’ve been watching maid … and daaaamn alex and her poor decisions,zeelycherie,0,2021-10-09,neg,neg
maid on netflix is a gem hearts margaret qualley has killed it raising hands medium skin tonepleading must watch,arunpatrician,11,2021-10-09,neg,neg
"i watched maid on and bawled my eyes out. showed the cracks in the social assistance system, the impacts of domestic violence and trauma, stockholm syndrome, how having children impacts decisions and the importance of community + anonymous support.",blessingsdigha,10,2021-10-09,pos,neg
"not loving that from is the dark, abusive bf on is maid. and i thought squidgame was disturbing! what a different character for nick to play.raised eyebrowobviously, i shall resume my binge this long weekend. netflix longweekend",craig_mc_b,0,2021-10-09,neg,neg
"work, it is only one thing people can count on , everything else is fragile. the best series of the st weekend of october. it is worth watching sparkles maid netflix maidnetflix",shxfye3,2,2021-10-09,pos,pos
"nah he is just another asshole masquerading as a ""nice guy"". maid maidnetflix",karthik_rus,2,2021-10-09,pos,pos
i need season  maid maidnetflix,julia_othman,0,2021-10-09,pos,neu
"hey, when you're done with squid game, check out maid on netflix",perkensian,2,2021-10-09,neg,neu
both of these fathers are shit. maid,capitalnekia,0,2021-10-09,neg,neg
i need a season  maid sneezing faceheart.,anqelmarie_,0,2021-10-09,pos,neu
maybe i'm not a cunt maid maidonnetflix maidnetflix,desperategossip,0,2021-10-09,pos,pos
let me try to get back into this show maid,vlobefree,0,2021-10-09,pos,neu
"maid is the best series i’m seen on netflix in quite a while. well acted, raw and real and beautiful.",bren1008,6,2021-10-09,pos,pos
"that house does not need cleaning, it needs a wrecking ball, some kerosene and a match! maid maidnetflix maidse",sainimilin,15,2021-10-09,pos,neu
watching maid series in netflix such a top drama! she is cleaning people is mess and knowing more about them deeply. i remember kdrama househelper two hearts,jeansegovia117,0,2021-10-09,pos,pos
i was wondering if was ever gonna address that cashmere sweater. maid wink,cswifttweet,0,2021-10-09,pos,neu
watching maid when she goes back and the store and sobsobsobsob,capitalnekia,0,2021-10-09,pos,neu
i've just watched episode s | e sea glass of maid! maid tvtime,theskyequakes,0,2021-10-09,pos,neu
finished watching maid on netflix.. such a good ending. my girl really could not catch a break sob,little_misha,0,2021-10-09,pos,pos
"whew! watching maid on netflix. replace housecleaning with makeup artistry and you’ve got my story. god, thank you for keeping me!",xobeewade,1,2021-10-09,pos,pos
maid is pissing me off bc why is life doing her like this,leeheaux,2,2021-10-09,pos,neg
watching maid i’m already crying,acomertacos,0,2021-10-09,neg,neg
i love how charlie from twilight is in maid +,corbin_316,0,2021-10-09,pos,pos
"the show maid on netflix resonates with me, and the daughters name madi makes me feel more connected to it then before. yes, i am rewatching it to remind me. maidnetflix maid",divinenirvanaa,0,2021-10-09,pos,pos
i’ll pass on maid wtf wants to what a white bitch struggle as a maid roll eyes not i lol,emptiness_00000,0,2021-10-09,neg,neg
just finished maid,yazalde6,1,2021-10-09,pos,neu
"fuck you, sean boyd! maid",kimmanapat,0,2021-10-09,neg,neg
... too many for my liking asking for maid because they cannot ever imagine leaving the poverty trap.,legaladvocacyca,1,2021-10-09,pos,neg
alex let that nigga being her right back to square one maid sleepysleepy,og_zhee,0,2021-10-09,pos,neu
"her mother is a disaster , even worse than the ex husband maid maidonnetflix maidnetflix",desperategossip,0,2021-10-09,neg,neg
only kind in hopes to get some cat is not kindness maid,capitalnekia,1,2021-10-09,pos,pos
“i’m not trying to be a dick” uhhh yea you are. maid niceguywhere,capitalnekia,1,2021-10-09,pos,neu
go date this type of man. he is healthy. youll be in healthy relationship with this type of man maidnetflix maid,nursyafiqahaha,0,2021-10-09,pos,pos
watching maid is so triggering in so many ways. i had to take a break from watching it. it brought up so much trauma....,tamster107,0,2021-10-09,pos,neg
stop dodging dick maidnetflix maidonnetflix maid,desperategossip,0,2021-10-09,pos,neg
danielle is my queen maid,sethryanchin,0,2021-10-09,pos,neu
my heart weary maid,kaymfnbee_,0,2021-10-09,pos,pos
"fucking sean , he is the worst maid maidnetflix maidonnetflix",desperategossip,0,2021-10-09,neg,neg
i wonder why the f alex did not take any pictures or videos of sean being drunk and a bad ass father to get custody of her daughter smh bruta. maid,littlelionx3,0,2021-10-09,neg,neg
i have been trying to watch maid over the past  days. it is a good series that hits the heart. unfortunately fucking brianlaundrie has had my attention all this time!,corbin_316,6,2021-10-09,neg,pos
watching maid on netflix. guess that solves the 'who does that girl in once upon a time in hollywood remind me of' question.,evelinetimeless,0,2021-10-09,pos,pos
she wakes up to an ocean view like it exists for her. she has the luxury of time. no long lines to stand in. no time cards to punch. she has time to bake  pies from scratch if she wants to. what is the conflict? there is not. rich people are happy. no. that is not true. maid,acozygirl,0,2021-10-09,pos,neg
also i had no idea the main girl in maid is actually andie mcdowell is real daughter too. exploding head,yesnodetroit,0,2021-10-09,pos,neg
also that should say maid oops. not maud.,yesnodetroit,1,2021-10-09,pos,neu
"i just watched maid and honestly, no words for this one. i had to watch the last episode twice so a could be emotional stable. just amazing!!!!",lorhanar,0,2021-10-09,pos,pos
"maid was very good, overall .",xo_trejeelexus,1,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,gabiswho,0,2021-10-09,pos,neu
andie macdowell deserves an emmy for her performance in maid.,ga_nj_2012,1,2021-10-09,pos,neu
she really got this man (she just met) in this lady house sobsobsob maid,jtherealjerm,0,2021-10-09,pos,neu
i've just watched episode s | e of maid! maid tvtime,kristentewurts,0,2021-10-09,pos,neu
friday chill n watching maid,kwlphilli,2,2021-10-09,pos,neu
i’m trying to make it through maid but alex is making it hard for me with some of these decisions man facepalming medium skin tone,jtherealjerm,4,2021-10-09,neg,neg
maid in the feels watching this...,tamster107,0,2021-10-09,pos,neu
watching maid and it is so good pleading,salinabeanx,1,2021-10-09,pos,pos
"this article just made me want to watch maid on and made me search out , her book and story. incredible! kudos to you stephanie land on the success of your book and maidnetflix deal! clapclapclap",msajrogers,1,2021-10-09,pos,pos
"anikanonirose on maid, the emotional roller coaster that her character goes through, what it means to her to be a disney princess, her excitement over the upcoming princessandthefrog ride &amp; more: maidnetflix disneyland",christinaradish,1,2021-10-09,pos,pos
"nickrobinson on maid, understanding his character is toxic behavior, favorite scenes to shoot, what he is learned from the variety of roles he is done recently &amp; more: maidnetflix",christinaradish,0,2021-10-09,pos,pos
"andiemacdowell on maid, how she approached the role, what it was like working with her real daughter margaretqualley, her hope for what happens with these characters beyond the end of the season &amp; more: maidnetflix",christinaradish,2,2021-10-09,pos,pos
"margaretqualley on maid, what it was like working with her mom andiemacdowell, the show is beautiful ending, her desire to do comedy, what is up next for her &amp; more: maidnetflix",christinaradish,1,2021-10-09,pos,pos
"maid creator on telling such an emotionally challenging story, what johnwells taught her about making tv, why she cast margaretqualley and andiemacdowell, what she did for her own self-care during the shoot &amp; more: maidnetflix",christinaradish,1,2021-10-09,pos,neg
"if you're curious about what went into making maid, check out what the cast and creator had to say, in this series of interviews that i did with them. maidnetflix",christinaradish,3,2021-10-09,neg,pos
just started maid on netflix and y’all….i may forgive nepotism for a tiny bit because margaret qualley is like freakishly good in this. it is been a while since i’ve been this mesmerized by a performance from anyone.,rashalikekesha,3,2021-10-09,pos,pos
maid has me hooked emotionally,prettyhansom,1,2021-10-09,pos,neu
let is keep this sophisticated. maid,angiesez,13,2021-10-09,pos,pos
i’m sorry but i would’ve slapped the mother.! maid,youneedagee,0,2021-10-09,neg,neg
"maid on netflix- alex is always hollering she has to work but will leave work in a minute! hmph!! then when she went looking for her mom, she got sidetracked when she saw danielle! tf?",theaudacity02,0,2021-10-09,pos,neg
alex is the dumbest bitch maid,aaronlbs1,0,2021-10-09,pos,neg
this maid show is stressing me out. netflix,aleuthemermaid,3,2021-10-09,pos,neg
when regina said you ever look at someone &amp; know you love them but do not recognize them &amp; that must be what alzheimer is feels like. i felt that!! maidnetflix maid,nolianae,38,2021-10-09,pos,pos
absolutely! i can not stop watching and i just found out her daughter is on with her! maid,5_5nofield5,1,2021-10-09,pos,pos
"nate was so nice to alex!!! it is men like him that get straight dawgged, omg maid",jcpmom68,0,2021-10-09,pos,pos
